"Run 1: Time (s)";"Run 1: Sound Level (dB)";"Run 2: Time (s)";"Run 2: Sound Level (dB)";"Run 3: Time (s)";"Run 3: Sound Level (dB)";"Run 4: Time (s)";"Run 4: Sound Level (dB)";"Run 5: Time (s)";"Run 5: Sound Level (dB)";"Run 6: Time (s)";"Run 6: Sound Level (dB)";"Run 7: Time (s)";"Run 7: Sound Level (dB)";"Run 8: Time (s)";"Run 8: Sound Level (dB)";"Run 9: Time (s)";"Run 9: Sound Level (dB)"
0,1;67,2534379376;0,1;66,2878492583;0,1;65,3316328745;0,1;67,2023838225;0,1;69,4480269544;0,1;71,7686767558;0,1;72,8678685899;0,1;73,6242543621;0,1;75,8418599867
0,2;67,2534379376;0,2;66,2878492583;0,2;65,305837254;0,2;67,228681185;0,2;69,4749063052;0,2;71,7686767558;0,2;72,8956107911;0,2;73,6521838046;0,2;75,8418599867
0,3;67,2534379376;0,3;66,2633316711;0,3;65,3316328745;0,3;67,228681185;0,3;69,4749063052;0,3;71,7428309803;0,3;72,8956107911;0,3;73,5979741218;0,3;75,8418599867
0,4;67,2534379376;0,4;66,2633316711;0,4;65,305837254;0,4;67,228681185;0,4;69,4749063052;0,4;71,7428309803;0,4;72,8678685899;0,4;73,5979741218;0,4;75,8418599867
0,5;67,2534379376;0,5;66,2633316711;0,5;65,305837254;0,5;67,228681185;0,5;69,4749063052;0,5;71,7428309803;0,5;72,8678685899;0,5;73,5979741218;0,5;75,8418599867
0,6;67,2534379376;0,6;66,2878492583;0,6;65,305837254;0,6;67,228681185;0,6;69,4749063052;0,6;71,7428309803;0,6;72,8678685899;0,6;73,5979741218;0,6;75,8418599867
0,7;67,2797486745;0,7;66,2878492583;0,7;65,305837254;0,7;67,228681185;0,7;69,4749063052;0,7;71,7428309803;0,7;72,8956107911;0,7;73,5979741218;0,7;75,8418599867
0,8;67,2534379376;0,8;66,2878492583;0,8;65,305837254;0,8;67,2023838225;0,8;69,4749063052;0,8;71,7428309803;0,8;72,8678685899;0,8;73,5700580537;0,8;75,8418599867
0,9;67,2534379376;0,9;66,2878492583;0,9;65,2815653168;0,9;67,228681185;0,9;69,4749063052;0,9;71,7428309803;0,9;72,8678685899;0,9;73,5700580537;0,9;75,8418599867
1;67,2534379376;1;66,2878492583;1;65,2815653168;1;67,228681185;1;69,4749063052;1;71,7428309803;1;72,8956107911;1;73,5979741218;1;75,8418599867
1,1;67,2534379376;1,1;66,2878492583;1,1;65,2557830707;1,1;67,228681185;1,1;69,4749063052;1,1;71,7428309803;1,1;72,8956107911;1,1;73,5979741218;1,1;75,8418599867
1,2;67,2534379376;1,2;66,2878492583;1,2;65,2557830707;1,2;67,2023838225;1,2;69,4749063052;1,2;71,7686767558;1,2;72,8956107911;1,2;73,5700580537;1,2;75,8418599867
1,3;67,2797486745;1,3;66,2878492583;1,3;65,2557830707;1,3;67,1776396575;1,3;69,4749063052;1,3;71,7428309803;1,3;72,8678685899;1,3;73,5437904011;1,3;75,8418599867
1,4;67,2534379376;1,4;66,2878492583;1,4;65,2815653168;1,4;67,1513556694;1,4;69,4480269544;1,4;71,7428309803;1,4;72,8678685899;1,4;73,5437904011;1,4;75,8418599867
1,5;67,2534379376;1,5;66,2878492583;1,5;65,305837254;1,5;67,1266240921;1,5;69,4749063052;1,5;71,7428309803;1,5;72,8956107911;1,5;73,5158877074;1,5;75,8686563209
1,6;67,228681185;1,6;66,2878492583;1,6;65,305837254;1,6;67,1266240921;1,6;69,4749063052;1,6;71,7428309803;1,6;72,8956107911;1,6;73,5158877074;1,6;75,8133955689
1,7;67,2534379376;1,7;66,2633316711;1,7;65,305837254;1,7;67,1513556694;1,7;69,4749063052;1,7;71,7428309803;1,7;72,8956107911;1,7;73,4896326424;1,7;75,8133955689
1,8;67,2534379376;1,8;66,2878492583;1,8;65,305837254;1,8;67,1266240921;1,8;69,5002108116;1,8;71,7428309803;1,8;72,8956107911;1,8;73,4896326424;1,8;75,8418599867
1,9;67,2534379376;1,9;66,3139058819;1,9;65,3316328745;1,9;67,0756344886;1,9;69,4749063052;1,9;71,7428309803;1,9;72,8956107911;1,9;73,4896326424;1,9;75,8133955689
2;67,2534379376;2;66,2878492583;2;65,305837254;2;67,0756344886;2;69,4749063052;2;71,7428309803;2;72,8678685899;2;73,4896326424;2;75,8133955689
2,1;67,2797486745;2,1;66,2878492583;2,1;65,3316328745;2,1;67,1266240921;2,1;69,4749063052;2,1;71,7428309803;2,1;72,8678685899;2,1;73,4896326424;2,1;75,8133955689
2,2;67,2797486745;2,2;66,2633316711;2,2;65,3316328745;2,2;67,1513556694;2,2;69,4749063052;2,2;71,7686767558;2,2;72,8678685899;2,2;73,5158877074;2,2;75,8133955689
2,3;67,2797486745;2,3;66,2633316711;2,3;65,3559173994;2,3;67,1266240921;2,3;69,5002108116;2,3;71,7428309803;2,3;72,8956107911;2,3;73,5158877074;2,3;75,8133955689
2,4;67,2797486745;2,4;66,2633316711;2,4;65,3316328745;2,4;67,1003534783;2,4;69,5002108116;2,4;71,7686767558;2,4;72,8956107911;2,4;73,5158877074;2,4;75,8133955689
2,5;67,2797486745;2,5;66,2878492583;2,5;65,3316328745;2,5;67,1266240921;2,5;69,5002108116;2,5;71,7428309803;2,5;72,8956107911;2,5;73,5437904011;2,5;75,8133955689
2,6;67,2797486745;2,6;66,2633316711;2,6;65,305837254;2,6;67,1513556694;2,6;69,4749063052;2,6;71,7428309803;2,6;72,8956107911;2,6;73,5437904011;2,6;75,8133955689
2,7;67,2797486745;2,7;66,2633316711;2,7;65,305837254;2,7;67,2023838225;2,7;69,5002108116;2,7;71,7428309803;2,7;72,8956107911;2,7;73,5437904011;2,7;75,8133955689
2,8;67,2797486745;2,8;66,2372884219;2,8;65,305837254;2,8;67,2023838225;2,8;69,5271035367;2,8;71,7428309803;2,8;72,8956107911;2,8;73,5437904011;2,8;75,8133955689
2,9;67,2797486745;2,9;66,2127834223;2,9;65,305837254;2,9;67,228681185;2,9;69,5793267303;2,9;71,7428309803;2,9;72,8956107911;2,9;73,5437904011;2,9;75,8133955689
3;67,2797486745;3;66,2127834223;3;65,305837254;3;67,2534379376;3;69,6046564119;3;71,7428309803;3;72,8956107911;3;73,5700580537;3;75,8133955689
3,1;67,2797486745;3,1;66,2127834223;3,1;65,305837254;3,1;67,2797486745;3,1;69,6315758859;3,1;71,7428309803;3,1;72,8956107911;3,1;73,5700580537;3,1;75,8133955689
3,2;67,2534379376;3,2;66,2127834223;3,2;65,305837254;3,2;67,3308421261;3,2;69,6046564119;3,2;71,7428309803;3,2;72,8956107911;3,2;73,5700580537;3,2;75,7866118225
3,3;67,2534379376;3,3;66,2127834223;3,3;65,2815653168;3,3;67,2797486745;3,3;69,5793267303;3,3;71,7428309803;3,3;72,8956107911;3,3;73,5979741218;3,3;75,8133955689
3,4;67,2797486745;3,4;66,2127834223;3,4;65,305837254;3,4;67,228681185;3,4;69,5793267303;3,4;71,7686767558;3,4;72,8956107911;3,4;73,5979741218;3,4;75,8133955689
3,5;67,2797486745;3,5;66,2372884219;3,5;65,3316328745;3,5;67,228681185;3,5;69,5793267303;3,5;71,7961445795;3,5;72,8956107911;3,5;73,5979741218;3,5;75,8133955689
3,6;67,2534379376;3,6;66,2372884219;3,6;65,305837254;3,6;67,2534379376;3,6;69,5793267303;3,6;71,7686767558;3,6;72,8956107911;3,6;73,5979741218;3,6;75,8133955689
3,7;67,2534379376;3,7;66,2372884219;3,7;65,305837254;3,7;67,2534379376;3,7;69,5793267303;3,7;71,7686767558;3,7;72,8956107911;3,7;73,5979741218;3,7;75,7866118225
3,8;67,2797486745;3,8;66,2127834223;3,8;65,3316328745;3,8;67,2534379376;3,8;69,5793267303;3,8;71,7686767558;3,8;72,8956107911;3,8;73,5979741218;3,8;75,8133955689
3,9;67,2797486745;3,9;66,2127834223;3,9;65,3316328745;3,9;67,2534379376;3,9;69,6046564119;3,9;71,7961445795;3,9;72,8956107911;3,9;73,6242543621;3,9;75,8133955689
4;67,2797486745;4;66,2127834223;4;65,305837254;4;67,2023838225;4;69,6046564119;4;71,7686767558;4;72,8956107911;4;73,5979741218;4;75,8133955689
4,1;67,2797486745;4,1;66,2127834223;4,1;65,3316328745;4,1;67,228681185;4,1;69,6046564119;4,1;71,7686767558;4,1;72,8956107911;4,1;73,6242543621;4,1;75,8418599867
4,2;67,2797486745;4,2;66,2127834223;4,2;65,3316328745;4,2;67,2797486745;4,2;69,6046564119;4,2;71,7428309803;4,2;72,8956107911;4,2;73,6242543621;4,2;75,8133955689
4,3;67,2797486745;4,3;66,2127834223;4,3;65,3316328745;4,3;67,3045180148;4,3;69,5793267303;4,3;71,7686767558;4,3;72,8956107911;4,3;73,6521838046;4,3;75,8133955689
4,4;67,2797486745;4,4;66,2372884219;4,4;65,3316328745;4,4;67,3045180148;4,4;69,6046564119;4,4;71,7686767558;4,4;72,8678685899;4,4;73,6784766326;4,4;75,8133955689
4,5;67,2797486745;4,5;66,2127834223;4,5;65,3316328745;4,5;67,3308421261;4,5;69,6046564119;4,5;71,7686767558;4,5;72,8956107911;4,5;73,6521838046;4,5;75,8133955689
4,6;67,3045180148;4,6;66,2127834223;4,6;65,3559173994;4,6;67,3045180148;4,6;69,6046564119;4,6;71,7686767558;4,6;72,8678685899;4,6;73,6521838046;4,6;75,8133955689
4,7;67,2797486745;4,7;66,2127834223;4,7;65,3316328745;4,7;67,3045180148;4,7;69,5793267303;4,7;71,7428309803;4,7;72,8678685899;4,7;73,6784766326;4,7;75,8133955689
4,8;67,2534379376;4,8;66,2127834223;4,8;65,3559173994;4,8;67,3308421261;4,8;69,4480269544;4,8;71,7686767558;4,8;72,8678685899;4,8;73,6521838046;4,8;75,8133955689
4,9;67,2797486745;4,9;66,2127834223;4,9;65,3817263943;4,9;67,3308421261;4,9;69,4227350357;4,9;71,7686767558;4,9;72,8678685899;4,9;73,6521838046;4,9;75,8133955689
5;67,2797486745;5;66,2127834223;5;65,3817263943;5;67,3308421261;5;69,4227350357;5;71,7428309803;5;72,8678685899;5;73,6242543621;5;75,8133955689
