"Run 1: Time (s)";"Run 1: Sound Level (dB)";"Run 2: Time (s)";"Run 2: Sound Level (dB)";"Run 3: Time (s)";"Run 3: Sound Level (dB)";"Run 4: Time (s)";"Run 4: Sound Level (dB)";"Run 5: Time (s)";"Run 5: Sound Level (dB)";"Run 6: Time (s)";"Run 6: Sound Level (dB)";"Run 7: Time (s)";"Run 7: Sound Level (dB)";"Run 8: Time (s)";"Run 8: Sound Level (dB)";"Run 9: Time (s)";"Run 9: Sound Level (dB)"
2,3;70,707605048;2,3;70,4439597484;2,3;70,8132449021;2,3;73,5437904011;2,3;72,6250111889;2,3;71,6895433433;2,3;71,4492648379;2,3;71,2899093665;2,3;71,7961445795
2,4;70,707605048;2,4;70,4710932125;2,4;70,8132449021;2,4;73,5437904011;2,4;72,6250111889;2,4;71,6621022684;2,4;71,4492648379;2,4;71,2899093665;2,4;71,8220029426
2,5;70,707605048;2,5;70,4439597484;2,5;70,8132449021;2,5;73,5437904011;2,5;72,6250111889;2,5;71,6621022684;2,5;71,4234945884;2,5;71,2899093665;2,5;71,8220029426
2,6;70,707605048;2,6;70,4439597484;2,6;70,8132449021;2,6;73,5437904011;2,6;72,6250111889;2,6;71,6621022684;2,6;71,4234945884;2,6;71,3172568207;2,6;71,7961445795
2,7;70,6820110256;2,7;70,4439597484;2,7;70,8132449021;2,7;73,5437904011;2,7;72,6250111889;2,7;71,6362816682;2,7;71,4234945884;2,7;71,2899093665;2,7;71,7961445795
2,8;70,707605048;2,8;70,4439597484;2,8;70,8132449021;2,8;73,5437904011;2,8;72,6526930026;2,8;71,6088539677;2,8;71,4234945884;2,8;71,2899093665;2,8;71,7961445795
2,9;70,707605048;2,9;70,4439597484;2,9;70,8132449021;2,9;73,5437904011;2,9;72,6526930026;2,9;71,6362816682;2,9;71,4234945884;2,9;71,2899093665;2,9;71,7961445795
3;70,707605048;3;70,4710932125;3;70,8132449021;3;73,5700580537;3;72,6526930026;3;71,6088539677;3;71,4234945884;3;71,2899093665;3;71,7961445795
3,1;70,707605048;3,1;70,4439597484;3,1;70,8132449021;3,1;73,5700580537;3,1;72,6526930026;3,1;71,6088539677;3,1;71,4234945884;3,1;71,2899093665;3,1;71,7961445795
3,2;70,707605048;3,2;70,4710932125;3,2;70,8132449021;3,2;73,5700580537;3,2;72,6526930026;3,2;71,6088539677;3,2;71,4234945884;3,2;71,2899093665;3,2;71,7686767558
3,3;70,707605048;3,3;70,4710932125;3,3;70,8132449021;3,3;73,5437904011;3,3;72,6526930026;3,3;71,6362816682;3,3;71,4492648379;3,3;71,2899093665;3,3;71,7686767558
3,4;70,707605048;3,4;70,4966368843;3,4;70,8404719869;3,4;73,5437904011;3,4;72,6526930026;3,4;71,6362816682;3,4;71,4234945884;3,4;71,2899093665;3,4;71,7686767558
3,5;70,6820110256;3,5;70,4439597484;3,5;70,8132449021;3,5;73,5700580537;3,5;72,6526930026;3,5;71,6362816682;3,5;71,4234945884;3,5;71,2899093665;3,5;71,7961445795
3,6;70,707605048;3,6;70,4710932125;3,6;70,8132449021;3,6;73,5700580537;3,6;72,6526930026;3,6;71,6362816682;3,6;71,4234945884;3,6;71,2899093665;3,6;71,7686767558
3,7;70,707605048;3,7;70,4710932125;3,7;70,8132449021;3,7;73,5700580537;3,7;72,6526930026;3,7;71,6362816682;3,7;71,4234945884;3,7;71,2899093665;3,7;71,7686767558
3,8;70,707605048;3,8;70,4710932125;3,8;70,8132449021;3,8;73,5700580537;3,8;72,6526930026;3,8;71,6362816682;3,8;71,4234945884;3,8;71,2899093665;3,8;71,7961445795
3,9;70,707605048;3,9;70,4439597484;3,9;70,8132449021;3,9;73,5700580537;3,9;72,6526930026;3,9;71,6362816682;3,9;71,4234945884;3,9;71,2641768799;3,9;71,7961445795
4;70,6820110256;4;70,4710932125;4;70,8132449021;4;73,5700580537;4;72,6526930026;4;71,6621022684;4;71,4234945884;4;71,2899093665;4;71,7686767558
4,1;70,6820110256;4,1;70,4710932125;4,1;70,8132449021;4,1;73,5700580537;4,1;72,6526930026;4,1;71,6362816682;4,1;71,4234945884;4,1;71,2899093665;4,1;71,7961445795
4,2;70,6820110256;4,2;70,4710932125;4,2;70,8132449021;4,2;73,5700580537;4,2;72,6526930026;4,2;71,6362816682;4,2;71,4234945884;4,2;71,2899093665;4,2;71,7961445795
4,3;70,6820110256;4,3;70,4710932125;4,3;70,8132449021;4,3;73,5979741218;4,3;72,6803817062;4,3;71,6621022684;4,3;71,4234945884;4,3;71,2641768799;4,3;71,7686767558
4,4;70,6820110256;4,4;70,4439597484;4,4;70,8132449021;4,4;73,5700580537;4,4;72,6803817062;4,4;71,6621022684;4,4;71,4234945884;4,4;71,2899093665;4,4;71,7961445795
4,5;70,707605048;4,5;70,4439597484;4,5;70,8132449021;4,5;73,5700580537;4,5;72,6803817062;4,5;71,6362816682;4,5;71,4234945884;4,5;71,2899093665;4,5;71,7961445795
4,6;70,707605048;4,6;70,4439597484;4,6;70,8132449021;4,6;73,5700580537;4,6;72,6803817062;4,6;71,6621022684;4,6;71,4234945884;4,6;71,2641768799;4,6;71,7686767558
4,7;70,707605048;4,7;70,4439597484;4,7;70,8132449021;4,7;73,5979741218;4,7;72,6803817062;4,7;71,6621022684;4,7;71,4234945884;4,7;71,2899093665;4,7;71,7686767558
4,8;70,707605048;4,8;70,4439597484;4,8;70,8132449021;4,8;73,5700580537;4,8;72,6803817062;4,8;71,6621022684;4,8;71,4234945884;4,8;71,2899093665;4,8;71,7961445795
4,9;70,707605048;4,9;70,4710932125;4,9;70,8132449021;4,9;73,5700580537;4,9;72,6803817062;4,9;71,6621022684;4,9;71,4492648379;4,9;71,3172568207;4,9;71,7961445795
5;70,707605048;5;70,4439597484;5;70,8132449021;5;73,5700580537;5;72,6803817062;5;71,6621022684;5;71,4492648379;5;71,2641768799;5;71,7961445795
