"Run 1: Time (s)";"Run 1: Sound Level (dB)";"Run 2: Time (s)";"Run 2: Sound Level (dB)";"Run 3: Time (s)";"Run 3: Sound Level (dB)";"Run 4: Time (s)";"Run 4: Sound Level (dB)";"Run 5: Time (s)";"Run 5: Sound Level (dB)";"Run 6: Time (s)";"Run 6: Sound Level (dB)";"Run 7: Time (s)";"Run 7: Sound Level (dB)";"Run 8: Time (s)";"Run 8: Sound Level (dB)";"Run 9: Time (s)";"Run 9: Sound Level (dB)"
4;70,6292426293;4;69,3958690593;4;69,918616302;4;65,7072053541;4;65,5321627258;4;69,0314907307;4;70,576500195;4;72,9217273918;4;72,1700667104
4,1;70,6020690421;4,1;69,3958690593;4,1;69,918616302;4,1;65,7072053541;4,1;65,5321627258;4,1;69,0047252648;4,1;70,576500195;4,1;72,9217273918;4,1;72,1700667104
4,2;70,576500195;4,2;69,3958690593;4,2;69,918616302;4,2;65,7072053541;4,2;65,5063136078;4,2;69,0047252648;4,2;70,576500195;4,2;72,9494829673;4,2;72,1700667104
4,3;70,5493399821;4,3;69,3958690593;4,3;69,918616302;4,3;65,7072053541;4,3;65,5321627258;4,3;69,0047252648;4,3;70,5493399821;4,3;72,9217273918;4,3;72,1700667104
4,4;70,6292426293;4,4;69,3705897283;4,4;69,9456160222;4,4;65,7072053541;4,4;65,5063136078;4,4;68,9795405319;4,4;70,5493399821;4,4;72,9217273918;4,4;72,1700667104
4,5;70,6820110256;4,5;69,3705897283;4,5;69,918616302;4,5;65,6828327156;4,5;65,5063136078;4,5;69,0047252648;4,5;70,5493399821;4,5;72,9217273918;4,5;72,1700667104
4,6;70,6820110256;4,6;69,3705897283;4,6;69,918616302;4,6;65,6828327156;4,6;65,4819913199;4,6;69,0047252648;4,6;70,5493399821;4,6;72,9217273918;4,6;72,1960131871
4,7;70,6820110256;4,7;69,3705897283;4,7;69,9456160222;4,7;65,6828327156;4,7;65,5063136078;4,7;69,0047252648;4,7;70,5237837227;4,7;72,9217273918;4,7;72,1700667104
4,8;70,6820110256;4,8;69,3705897283;4,8;69,918616302;4,8;65,6828327156;4,8;65,4819913199;4,8;69,0047252648;4,8;70,5237837227;4,8;72,9217273918;4,8;72,1700667104
4,9;70,6820110256;4,9;69,3705897283;4,9;69,918616302;4,9;65,6828327156;4,9;65,4819913199;4,9;68,9795405319;4,9;70,5237837227;4,9;72,9217273918;4,9;72,1700667104
5;70,6820110256;5;69,3958690593;5;69,918616302;5;65,7072053541;5;65,4561555763;5;68,9795405319;5;70,5237837227;5;72,9217273918;5;72,1700667104
