"Run 1: Time (s)";"Run 1: Sound Level (dB)";"Run 2: Time (s)";"Run 2: Sound Level (dB)";"Run 3: Time (s)";"Run 3: Sound Level (dB)";"Run 4: Time (s)";"Run 4: Sound Level (dB)";"Run 5: Time (s)";"Run 5: Sound Level (dB)";"Run 6: Time (s)";"Run 6: Sound Level (dB)";"Run 7: Time (s)";"Run 7: Sound Level (dB)";"Run 8: Time (s)";"Run 8: Sound Level (dB)";"Run 9: Time (s)";"Run 9: Sound Level (dB)"
0,1;63,8408996292;0,1;62,3088582063;0,1;64,6420895083;0,1;67,7591857717;0,1;69,3547932456;0,1;68,8552803737;0,1;67,8120783806;0,1;66,0872910898;0,1;65,5260799605
0,2;63,8408996292;0,2;62,3088582063;0,2;64,617985025;0,2;67,7591857717;0,2;69,3547932456;0,2;68,8552803737;0,2;67,7856286312;0,2;66,0872910898;0,2;65,5017527139
0,3;63,8663009081;0,3;62,3573593878;0,3;64,5923806987;0,3;67,8120783806;0,3;69,3547932456;0,3;68,8820073376;0,3;67,7343046683;0,3;66,0612944482;0,3;65,5519343472
0,4;63,8169988371;0,4;62,4058865313;0,4;64,5426978512;0,4;67,8369785563;0,4;69,3547932456;0,4;68,8820073376;0,4;67,7078751831;0,4;66,0612944482;0,4;65,5260799605
0,5;63,8408996292;0,5;62,5044912026;0,5;64,5171137891;0,5;67,8369785563;0,5;69,3547932456;0,5;68,8552803737;0,5;67,7078751831;0,5;66,0612944482;0,5;65,5777956238
0,6;63,8408996292;0,6;62,65186142;0,6;64,4915366169;0,6;67,8369785563;0,6;69,3547932456;0,6;68,8820073376;0,6;67,7343046683;0,6;66,0612944482;0,6;65,6021419426
0,7;63,8169988371;0,7;62,7758366401;0,7;64,4915366169;0,7;67,8369785563;0,7;69,3547932456;0,7;68,8552803737;0,7;67,7591857717;0,7;66,0872910898;0,7;65,5519343472
0,8;63,8663009081;0,8;62,8497112789;0,8;64,4915366169;0,8;67,8369785563;0,8;69,3547932456;0,8;68,8820073376;0,8;67,7343046683;0,8;66,0612944482;0,8;65,5777956238
0,9;63,8663009081;0,9;62,8985011896;0,9;64,467470278;0,9;67,8899116937;0,9;69,3547932456;0,9;68,8820073376;0,9;67,7343046683;0,9;66,0353046965;0,9;65,6021419426
1;63,8663009081;1;62,8985011896;1;64,467470278;1;67,8899116937;1;69,3816486846;1;68,8552803737;1;67,7591857717;1;66,0093218347;1;65,5777956238
1,1;63,8408996292;1,1;62,8497112789;1,1;64,467470278;1,1;67,8899116937;1,1;69,3816486846;1,1;68,8552803737;1,1;67,7343046683;1,1;66,0353046965;1,1;65,6021419426
