"Run 1: Time (s)";"Run 1: Sound Level (dB)";"Run 2: Time (s)";"Run 2: Sound Level (dB)";"Run 3: Time (s)";"Run 3: Sound Level (dB)";"Run 4: Time (s)";"Run 4: Sound Level (dB)";"Run 5: Time (s)";"Run 5: Sound Level (dB)";"Run 6: Time (s)";"Run 6: Sound Level (dB)";"Run 7: Time (s)";"Run 7: Sound Level (dB)";"Run 8: Time (s)";"Run 8: Sound Level (dB)";"Run 9: Time (s)";"Run 9: Sound Level (dB)"
1,3;65,7041584405;1,3;68,1752898817;1,3;69,3295238321;1,3;68,1503069327;1,3;68,2018409522;1,3;67,0092324452;1,3;60,3915377008;1,3;66,3936512647;1,3;69,7773772799
1,4;65,7300602455;1,4;68,1503069327;1,4;69,3295238321;1,4;68,1503069327;1,4;68,2018409522;1,4;67,0092324452;1,4;60,3915377008;1,4;66,3936512647;1,4;69,7773772799
1,5;65,7300602455;1,5;68,1503069327;1,5;69,3295238321;1,5;68,1503069327;1,5;68,1752898817;1,5;66,9583026332;1,5;60,3915377008;1,5;66,3936512647;1,5;69,7773772799
1,6;65,8566209363;1,6;68,1503069327;1,6;69,3295238321;1,6;68,1503069327;1,6;68,2018409522;1,6;66,9845359608;1,6;60,4404398802;1,6;66,3936512647;1,6;69,7773772799
1,7;66,1882845259;1,7;68,1503069327;1,7;69,3295238321;1,7;68,1503069327;1,7;68,2018409522;1,7;67,0092324452;1,7;60,5599344864;1,7;66,3936512647;1,7;69,8043409299
1,8;66,5979087116;1,8;68,1503069327;1,8;69,3547932456;1,8;68,1503069327;1,8;68,2018409522;1,8;66,9845359608;1,8;60,7286576213;1,8;66,3675735663;1,8;69,7773772799
1,9;66,7517634783;1,9;68,1752898817;1,9;69,3547932456;1,9;68,1503069327;1,9;68,1752898817;1,9;66,9845359608;1,9;60,6319984578;1,9;66,3936512647;1,9;69,7773772799
2;66,7517634783;2;68,2018409522;2;69,3547932456;2;68,1752898817;2;68,1752898817;2;66,9845359608;2;60,5354463132;2;66,3936512647;2;69,8043409299
2,1;66,7009650499;2,1;68,1503069327;2,1;69,3547932456;2,1;68,1503069327;2,1;68,2018409522;2,1;66,9845359608;2,1;60,5354463132;2,1;66,3936512647;2,1;69,7773772799
2,2;66,6748062946;2,2;68,1237692366;2,2;69,3547932456;2,2;68,1503069327;2,2;68,2018409522;2,2;66,9845359608;2,2;60,5124049146;2,2;66,3936512647;2,2;69,8043409299
2,3;66,6748062946;2,3;68,1503069327;2,3;69,3547932456;2,3;68,1503069327;2,3;68,2018409522;2,3;66,9845359608;2,3;60,5124049146;2,3;66,3936512647;2,3;69,7773772799
2,4;66,6748062946;2,4;68,1503069327;2,4;69,3816486846;2,4;68,1503069327;2,4;68,2283989125;2,4;66,9845359608;2,4;60,4879301157;2,4;66,3936512647;2,4;69,7773772799
2,5;66,6501925835;2,5;68,1503069327;2,5;69,3547932456;2,5;68,1503069327;2,5;68,2283989125;2,5;66,9845359608;2,5;60,5844295495;2,5;66,3936512647;2,5;69,7773772799
2,6;66,6501925835;2,6;68,1503069327;2,6;69,3816486846;2,6;68,1503069327;2,6;68,2018409522;2,6;66,9845359608;2,6;60,6810360022;2,6;66,3936512647;2,6;69,7520060209
2,7;66,6501925835;2,7;68,1237692366;2,7;69,3816486846;2,7;68,1503069327;2,7;68,2018409522;2,7;66,9845359608;2,7;60,6565137851;2,7;66,3936512647;2,7;69,7773772799
2,8;66,6501925835;2,8;68,1237692366;2,8;69,3816486846;2,8;68,1503069327;2,8;68,2018409522;2,8;67,0092324452;2,8;60,6089315024;2,8;66,4182012747;2,8;69,7520060209
2,9;66,6501925835;2,9;68,1237692366;2,9;69,3547932456;2,9;68,1503069327;2,9;68,2018409522;2,9;67,0092324452;2,9;60,6089315024;2,9;66,4182012747;2,9;69,7520060209
3;66,6501925835;3;68,1237692366;3;69,3816486846;3;68,1503069327;3;68,2018409522;3;67,0092324452;3;60,5844295495;3;66,4182012747;3;69,7520060209
3,1;66,6240472026;3,1;68,1237692366;3,1;69,3816486846;3,1;68,1752898817;3,1;68,2018409522;3,1;67,0092324452;3,1;60,6089315024;3,1;66,3675735663;3,1;69,7520060209
3,2;66,6240472026;3,2;68,1237692366;3,2;69,3816486846;3,2;68,1503069327;3,2;68,2018409522;3,2;67,0092324452;3,2;60,6319984578;3,2;66,3936512647;3,2;69,7520060209
3,3;66,6240472026;3,3;68,1237692366;3,3;69,3816486846;3,3;68,1237692366;3,3;68,2018409522;3,3;67,0092324452;3,3;60,6319984578;3,3;66,3936512647;3,3;69,7250557453
3,4;66,6240472026;3,4;68,1237692366;3,4;69,3816486846;3,4;68,1503069327;3,4;68,2018409522;3,4;67,0092324452;3,4;60,6319984578;3,4;66,4182012747;3,4;69,7250557453
3,5;66,6240472026;3,5;68,0972384303;3,5;69,3816486846;3,5;68,1237692366;3,5;68,2018409522;3,5;66,9845359608;3,5;60,6089315024;3,5;66,3936512647;3,5;69,7520060209
3,6;66,6240472026;3,6;68,1237692366;3,6;69,4085110135;3,6;68,1503069327;3,6;68,2018409522;3,6;66,9845359608;3,6;60,6319984578;3,6;66,4442923475;3,6;69,7520060209
3,7;66,6240472026;3,7;68,0972384303;3,7;69,3816486846;3,7;68,1503069327;3,7;68,2018409522;3,7;67,0092324452;3,7;60,6319984578;3,7;66,4182012747;3,7;69,7520060209
3,8;66,6240472026;3,8;68,1237692366;3,8;69,3816486846;3,8;68,1237692366;3,8;68,2283989125;3,8;66,9845359608;3,8;60,6089315024;3,8;66,4442923475;3,8;69,7520060209
3,9;66,6501925835;3,9;68,1237692366;3,9;69,4085110135;3,9;68,1237692366;3,9;68,2018409522;3,9;66,9845359608;3,9;60,6089315024;3,9;66,4442923475;3,9;69,7520060209
4;66,6501925835;4;68,0972384303;4;69,3816486846;4;68,1503069327;4;68,2283989125;4;66,9845359608;4;60,6319984578;4;66,4182012747;4;69,7520060209
4,1;66,6501925835;4,1;68,1237692366;4,1;69,3816486846;4,1;68,1503069327;4,1;68,2534009337;4,1;66,9845359608;4,1;60,6319984578;4,1;66,4182012747;4,1;69,7520060209
4,2;66,6240472026;4,2;68,1237692366;4,2;69,3816486846;4,2;68,1752898817;4,2;68,2283989125;4,2;66,9845359608;4,2;60,6089315024;4,2;66,4182012747;4,2;69,7520060209
4,3;66,6501925835;4,3;68,0972384303;4,3;69,3816486846;4,3;68,1752898817;4,3;68,2283989125;4,3;66,9845359608;4,3;60,6089315024;4,3;66,4182012747;4,3;69,7520060209
4,4;66,6501925835;4,4;68,0972384303;4,4;69,3816486846;4,4;68,1503069327;4,4;68,2283989125;4,4;67,0092324452;4,4;60,6089315024;4,4;66,4182012747;4,4;69,7520060209
4,5;66,6501925835;4,5;68,0972384303;4,5;69,3816486846;4,5;68,1752898817;4,5;68,2283989125;4,5;66,9845359608;4,5;60,6319984578;4,5;66,4182012747;4,5;69,7520060209
4,6;66,6501925835;4,6;68,0972384303;4,6;69,3816486846;4,6;68,1503069327;4,6;68,2283989125;4,6;66,9845359608;4,6;60,6319984578;4,6;66,4442923475;4,6;69,7520060209
4,7;66,6240472026;4,7;68,0972384303;4,7;69,3816486846;4,7;68,1503069327;4,7;68,2534009337;4,7;66,9845359608;4,7;60,6089315024;4,7;66,4442923475;4,7;69,7520060209
4,8;66,6240472026;4,8;68,0972384303;4,8;69,4085110135;4,8;68,1503069327;4,8;68,2534009337;4,8;66,9845359608;4,8;60,6089315024;4,8;66,4703903101;4,8;69,7520060209
4,9;66,6240472026;4,9;68,1237692366;4,9;69,4085110135;4,9;68,1503069327;4,9;68,2534009337;4,9;67,0092324452;4,9;60,6089315024;4,9;66,4182012747;4,9;69,7520060209
5;66,6240472026;5;68,1237692366;5;69,3816486846;5;68,1503069327;5;68,2534009337;5;66,9845359608;5;60,5599344864;5;66,3936512647;5;69,7520060209
