"Run 1: Time (s)";"Run 1: Sound Level (dB)";"Run 2: Time (s)";"Run 2: Sound Level (dB)";"Run 3: Time (s)";"Run 3: Sound Level (dB)";"Run 4: Time (s)";"Run 4: Sound Level (dB)";"Run 5: Time (s)";"Run 5: Sound Level (dB)";"Run 6: Time (s)";"Run 6: Sound Level (dB)";"Run 7: Time (s)";"Run 7: Sound Level (dB)";"Run 8: Time (s)";"Run 8: Sound Level (dB)";"Run 9: Time (s)";"Run 9: Sound Level (dB)"
1,1;64,5426978512;1,1;64,9953149037;1,1;67,9148309415;1,1;67,7591857717;1,1;66,8303212062;1,1;68,3581631852;1,1;68,2799722684;1,1;66,4964951625;1,1;67,6037790044
1,2;64,5426978512;1,2;64,9696092563;1,2;67,9148309415;1,2;67,7591857717;1,2;66,8303212062;1,2;68,384761674;1,2;68,2799722684;1,2;66,4703903101;1,2;67,6301813355
1,3;64,5426978512;1,3;64,9953149037;1,3;67,9148309415;1,3;67,7591857717;1,3;66,8549795463;1,3;68,3581631852;1,3;68,2799722684;1,3;66,4964951625;1,3;67,6301813355
1,4;64,5667832623;1,4;64,9953149037;1,4;67,9148309415;1,4;67,7591857717;1,4;66,8549795463;1,4;68,384761674;1,4;68,2799722684;1,4;66,4964951625;1,4;67,6301813355
1,5;64,5923806987;1,5;64,9953149037;1,5;67,9148309415;1,5;67,7591857717;1,5;66,8549795463;1,5;68,3581631852;1,5;68,2799722684;1,5;66,4703903101;1,5;67,6301813355
1,6;64,5667832623;1,6;65,0210274409;1,6;67,8899116937;1,6;67,7591857717;1,6;66,8549795463;1,6;68,3581631852;1,6;68,2799722684;1,6;66,4964951625;1,6;67,6301813355
1,7;64,5667832623;1,7;65,0210274409;1,7;67,9148309415;1,7;67,7591857717;1,7;66,8303212062;1,7;68,3581631852;1,7;68,2534009337;1,7;66,4964951625;1,7;67,6565905565
1,8;64,5923806987;1,8;65,0452337697;1,8;67,8899116937;1,8;67,7591857717;1,8;66,8303212062;1,8;68,3581631852;1,8;68,2799722684;1,8;66,4964951625;1,8;67,6565905565
1,9;64,5923806987;1,9;65,0210274409;1,9;67,8899116937;1,9;67,7591857717;1,9;66,8303212062;1,9;68,3581631852;1,9;68,2534009337;1,9;66,4964951625;1,9;67,6565905565
2;64,5923806987;2;65,0210274409;2;67,8899116937;2;67,7591857717;2;66,8303212062;2;68,3581631852;2;68,2799722684;2;66,4964951625;2;67,6301813355
2,1;64,617985025;2,1;64,9953149037;2,1;67,8899116937;2,1;67,7591857717;2,1;66,8549795463;2,1;68,384761674;2,1;68,2799722684;2,1;66,4964951625;2,1;67,6565905565
2,2;64,5923806987;2,2;65,0210274409;2,2;67,8899116937;2,2;67,7591857717;2,2;66,8811857198;2,2;68,3581631852;2,2;68,2799722684;2,2;66,4964951625;2,2;67,6565905565
2,3;64,5667832623;2,3;65,0210274409;2,3;67,8899116937;2,3;67,7343046683;2,3;66,8549795463;2,3;68,384761674;2,3;68,2534009337;2,3;66,4703903101;2,3;67,6565905565
2,4;64,5923806987;2,4;65,0210274409;2,4;67,8899116937;2,4;67,7591857717;2,4;66,8549795463;2,4;68,3581631852;2,4;68,2799722684;2,4;66,4703903101;2,4;67,6565905565
2,5;64,5923806987;2,5;65,0210274409;2,5;67,8899116937;2,5;67,7591857717;2,5;66,8811857198;2,5;68,384761674;2,5;68,2799722684;2,5;66,4703903101;2,5;67,6565905565
2,6;64,5667832623;2,6;65,0210274409;2,6;67,8899116937;2,6;67,7591857717;2,6;66,8303212062;2,6;68,384761674;2,6;68,2799722684;2,6;66,4442923475;2,6;67,6565905565
2,7;64,5667832623;2,7;64,9953149037;2,7;67,8899116937;2,7;67,7591857717;2,7;66,8303212062;2,7;68,384761674;2,7;68,2799722684;2,7;66,4703903101;2,7;67,6814525877
2,8;64,5923806987;2,8;64,9953149037;2,8;67,9148309415;2,8;67,7591857717;2,8;66,8303212062;2,8;68,384761674;2,8;68,2534009337;2,8;66,4442923475;2,8;67,6565905565
2,9;64,5923806987;2,9;64,9953149037;2,9;67,9148309415;2,9;67,7591857717;2,9;66,8303212062;2,9;68,384761674;2,9;68,2534009337;2,9;66,4442923475;2,9;67,6565905565
3;64,5923806987;3;65,0210274409;3;67,9148309415;3;67,7343046683;3;66,8303212062;3;68,384761674;3;68,2534009337;3;66,4442923475;3;67,6565905565
3,1;64,6420895083;3,1;65,0210274409;3,1;67,8899116937;3,1;67,7591857717;3,1;66,8549795463;3,1;68,384761674;3,1;68,2534009337;3,1;66,4442923475;3,1;67,6565905565
3,2;64,617985025;3,2;64,9953149037;3,2;67,8899116937;3,2;67,7591857717;3,2;66,8303212062;3,2;68,384761674;3,2;68,2534009337;3,2;66,4442923475;3,2;67,6565905565
3,3;64,617985025;3,3;64,9953149037;3,3;67,8899116937;3,3;67,7856286312;3,3;66,8303212062;3,3;68,384761674;3,3;68,2534009337;3,3;66,4442923475;3,3;67,6565905565
3,4;64,617985025;3,4;65,0210274409;3,4;67,8899116937;3,4;67,7591857717;3,4;66,8549795463;3,4;68,384761674;3,4;68,2534009337;3,4;66,4442923475;3,4;67,6565905565
3,5;64,5923806987;3,5;65,0210274409;3,5;67,8899116937;3,5;67,7591857717;3,5;66,8303212062;3,5;68,3581631852;3,5;68,2534009337;3,5;66,4442923475;3,5;67,6814525877
3,6;64,5923806987;3,6;65,0210274409;3,6;67,8899116937;3,6;67,7591857717;3,6;66,8303212062;3,6;68,384761674;3,6;68,2534009337;3,6;66,4442923475;3,6;67,6814525877
3,7;64,5923806987;3,7;65,0210274409;3,7;67,8899116937;3,7;67,7591857717;3,7;66,8811857198;3,7;68,384761674;3,7;68,2534009337;3,7;66,4442923475;3,7;67,6814525877
3,8;64,617985025;3,8;64,9953149037;3,8;67,9148309415;3,8;67,7591857717;3,8;66,8549795463;3,8;68,3581631852;3,8;68,2283989125;3,8;66,4182012747;3,8;67,6814525877
3,9;64,5923806987;3,9;64,9953149037;3,9;67,8899116937;3,9;67,7856286312;3,9;66,8549795463;3,9;68,384761674;3,9;68,2534009337;3,9;66,4182012747;3,9;67,6565905565
4;64,617985025;4;65,0210274409;4;67,8899116937;4;67,7591857717;4;66,8549795463;4;68,384761674;4;68,2283989125;4;66,4442923475;4;67,6814525877
4,1;64,617985025;4,1;65,0210274409;4,1;67,9148309415;4,1;67,7343046683;4,1;66,8303212062;4,1;68,384761674;4,1;68,2283989125;4,1;66,4182012747;4,1;67,6814525877
4,2;64,5923806987;4,2;65,0210274409;4,2;67,8899116937;4,2;67,7343046683;4,2;66,8549795463;4,2;68,4098018396;4,2;68,2283989125;4,2;66,4182012747;4,2;67,6814525877
4,3;64,5667832623;4,3;65,0210274409;4,3;67,8899116937;4,3;67,7591857717;4,3;66,8549795463;4,3;68,4098018396;4,3;68,2534009337;4,3;66,4182012747;4,3;67,6565905565
4,4;64,5923806987;4,4;65,0210274409;4,4;67,9148309415;4,4;67,7591857717;4,4;66,8811857198;4,4;68,384761674;4,4;68,2534009337;4,4;66,4182012747;4,4;67,6565905565
4,5;64,5667832623;4,5;65,0210274409;4,5;67,8899116937;4,5;67,7343046683;4,5;66,8549795463;4,5;68,384761674;4,5;68,2534009337;4,5;66,4442923475;4,5;67,6814525877
4,6;64,617985025;4,6;64,9953149037;4,6;67,8899116937;4,6;67,7343046683;4,6;66,8549795463;4,6;68,384761674;4,6;68,2534009337;4,6;66,4182012747;4,6;67,6814525877
4,7;64,5667832623;4,7;64,9953149037;4,7;67,8899116937;4,7;67,7343046683;4,7;66,8549795463;4,7;68,384761674;4,7;68,2799722684;4,7;66,4182012747;4,7;67,6565905565
4,8;64,5667832623;4,8;65,0210274409;4,8;67,8899116937;4,8;67,7343046683;4,8;66,8549795463;4,8;68,384761674;4,8;68,2534009337;4,8;66,4442923475;4,8;67,6565905565
4,9;64,5667832623;4,9;65,0210274409;4,9;67,8899116937;4,9;67,7343046683;4,9;66,8549795463;4,9;68,4098018396;4,9;68,2799722684;4,9;66,4442923475;4,9;67,6814525877
5;64,5923806987;5;65,0210274409;5;67,8899116937;5;67,7591857717;5;66,8811857198;5;68,384761674;5;68,2799722684;5;66,4442923475;5;67,6814525877
