"Run 1: Time (s)";"Run 1: Sound Level (dB)";"Run 2: Time (s)";"Run 2: Sound Level (dB)";"Run 3: Time (s)";"Run 3: Sound Level (dB)";"Run 4: Time (s)";"Run 4: Sound Level (dB)";"Run 5: Time (s)";"Run 5: Sound Level (dB)";"Run 6: Time (s)";"Run 6: Sound Level (dB)";"Run 7: Time (s)";"Run 7: Sound Level (dB)";"Run 8: Time (s)";"Run 8: Sound Level (dB)";"Run 9: Time (s)";"Run 9: Sound Level (dB)"
1,9;54,3769344485;1,9;51,8600191039;1,9;55,453477862;1,9;54,9583315167;1,9;59,4135950318;1,9;59,7940086354;1,9;63,5678986101;1,9;64,7687381746;1,9;63,3447226934
2;54,3555862801;2;51,8600191039;2;55,453477862;2;54,9811965262;2;59,4377654621;2;59,769736884;2;63,5425783882;2;64,7687381746;2;63,3447226934
2,1;54,3555862801;2,1;51,8819304794;2,1;55,431824157;2,1;55,0040684255;2,1;59,3894314913;2,1;59,7940086354;2,1;63,4934470373;2,1;64,7928808023;2,1;63,3447226934
2,2;54,4223195705;2,2;51,9038487447;2,2;55,4088237825;2,2;55,0040684255;2,2;59,3894314913;2,2;59,769736884;2,2;63,5678986101;2,2;64,7687381746;2,2;63,3447226934
2,3;54,3329105384;2,3;51,8819304794;2,3;55,4088237825;2,3;55,0713786501;2,3;59,3666956294;2,3;59,769736884;2,3;63,5678986101;2,3;64,7687381746;2,3;63,3447226934
2,4;54,3996235646;2,4;51,9038487447;2,4;55,3858302979;2,4;55,0713786501;2,4;59,4135950318;2,4;59,769736884;2,4;63,5678986101;2,4;64,7928808023;2,4;63,3685025678
2,5;54,3329105384;2,5;51,8600191039;2,5;55,4088237825;2,5;55,0484864865;2,5;59,4135950318;2,5;59,769736884;2,5;63,5678986101;2,5;64,7928808023;2,5;63,3685025678
2,6;54,2889125903;2,6;51,9244839941;2,6;55,4088237825;2,6;55,0484864865;2,6;59,4135950318;2,6;59,7226407995;2,6;63,5917357011;2,6;64,8185390314;2,6;63,3685025678
2,7;54,3329105384;2,7;51,8819304794;2,7;55,3858302979;2,7;55,0713786501;2,7;59,4377654621;2,7;59,7468991765;2,7;63,5917357011;2,7;64,7928808023;2,7;63,3685025678
2,8;54,3329105384;2,8;51,8394029267;2,8;55,4088237825;2,8;55,0929305096;2,8;59,4377654621;2,8;59,7940086354;2,8;63,5678986101;2,8;64,8185390314;2,8;63,3447226934
2,9;54,3555862801;2,9;51,8175049256;2,9;55,453477862;2,9;55,1158360475;2,9;59,4847042009;2,9;59,769736884;2,9;63,5917357011;2,9;64,7928808023;2,9;63,3685025678
3;54,3102416865;3;51,8819304794;3;55,431824157;3;55,1387484753;3;59,4377654621;3;59,7940086354;3;63,5678986101;3;64,7928808023;3;63,419055065
3,1;54,2889125903;3,1;51,8394029267;3,1;55,4088237825;3,1;55,0929305096;3,1;59,4377654621;3,1;59,769736884;3,1;63,6170692975;3,1;64,8442041503;3,1;63,3685025678
3,2;54,3102416865;3,2;51,8394029267;3,2;55,4088237825;3,2;55,1387484753;3,2;59,4377654621;3,2;59,7226407995;3,2;63,5678986101;3,2;64,8185390314;3,2;63,3685025678
3,3;54,3102416865;3,3;51,8175049256;3,3;55,364195665;3,3;55,1158360475;3,3;59,4377654621;3,3;59,7226407995;3,3;63,5917357011;3,3;64,8185390314;3,3;63,3685025678
3,4;54,3769344485;3,4;51,8600191039;3,4;55,364195665;3,4;55,1616677929;3,4;59,4605203962;3,4;59,7468991765;3,4;63,5917357011;3,4;64,8442041503;3,4;63,3937753715
3,5;54,3555862801;3,5;51,8600191039;3,5;55,3858302979;3,5;55,1616677929;3,5;59,4377654621;3,5;59,7226407995;3,5;63,5917357011;3,5;64,8185390314;3,5;63,3685025678
3,6;54,2889125903;3,6;51,8600191039;3,6;55,3858302979;3,6;55,1387484753;3,6;59,4605203962;3,6;59,7226407995;3,6;63,5917357011;3,6;64,8185390314;3,6;63,3447226934
3,7;54,3329105384;3,7;51,8600191039;3,7;55,431824157;3,7;55,0713786501;3,7;59,4377654621;3,7;59,675570677;3,7;63,5917357011;3,7;64,8185390314;3,7;63,3685025678
3,8;54,3555862801;3,8;51,8394029267;3,8;55,431824157;3,8;55,1616677929;3,8;59,5088948955;3,8;59,675570677;3,8;63,5678986101;3,8;64,8185390314;3,8;63,3685025678
3,9;54,3102416865;3,9;51,8394029267;3,9;55,431824157;3,9;55,1616677929;3,9;59,4847042009;3,9;59,6983893123;3,9;63,5678986101;3,9;64,8442041503;3,9;63,3937753715
4;54,2889125903;4;51,8394029267;4;55,431824157;4;55,1387484753;4;59,4605203962;4;59,6983893123;4;63,5678986101;4;64,8442041503;4;63,3937753715
4,1;54,3102416865;4,1;51,7750167094;4,1;55,4088237825;4,1;55,2736669276;4,1;59,4847042009;4,1;59,675570677;4,1;63,5678986101;4,1;64,8442041503;4,1;63,3937753715
4,2;54,2889125903;4,2;51,8600191039;4,2;55,4088237825;4,2;55,2966267736;4,2;59,4605203962;4,2;59,6983893123;4,2;63,5678986101;4,2;64,8185390314;4,2;63,3937753715
4,3;54,3102416865;4,3;51,7956138144;4,3;55,431824157;4,3;55,2736669276;4,3;59,4605203962;4,3;59,675570677;4,3;63,5678986101;4,3;64,8185390314;4,3;63,3685025678
4,4;54,3329105384;4,4;51,8600191039;4,4;55,4764916109;4,4;55,2291174829;4,4;59,4605203962;4,4;59,6983893123;4,4;63,5678986101;4,4;64,8442041503;4,4;63,3447226934
4,5;54,3555862801;4,5;51,9038487447;4,5;55,453477862;4,5;55,2736669276;4,5;59,4847042009;4,5;59,675570677;4,5;63,5425783882;4,5;64,8442041503;4,5;63,3685025678
4,6;54,3102416865;4,6;51,8175049256;4,6;55,453477862;4,6;55,2291174829;4,6;59,4847042009;4,6;59,6983893123;4,6;63,5425783882;4,6;64,8442041503;4,6;63,3447226934
4,7;54,3102416865;4,7;51,8175049256;4,7;55,4764916109;4,7;55,2061779011;4,7;59,4847042009;4,7;59,6983893123;4,7;63,5425783882;4,7;64,8442041503;4,7;63,3447226934
4,8;54,3555862801;4,8;51,8394029267;4,8;55,431824157;4,8;55,2291174829;4,8;59,5558729708;4,8;59,6983893123;4,8;63,517265056;4,8;64,8442041503;4,8;63,3447226934
4,9;54,3769344485;4,9;51,8600191039;4,9;55,4088237825;4,9;55,2061779011;4,9;59,4847042009;4,9;59,7226407995;4,9;63,517265056;4,9;64,8442041503;4,9;63,3447226934
5;54,3555862801;5;51,8819304794;5;55,4995122496;5;55,2061779011;5;59,4605203962;5;59,675570677;5;63,517265056;5;64,8442041503;5;63,3685025678
